video_title,date_released_utc,view_count,like_count,comment_count,date_collected_utc,video_duration_H,video_duration_M,video_duration_S,channel_name
The Best Vegan BANANA CAKE Recipe,2024-07-07 11:00:14+00:00,290,20.0,2,2024-08-21 23:28:42.696763+00:00,0,3,18,CosyFoodie
"Vegan Biscoff Cheesecake - No Oven, No Tofu, No Nuts | PLUS how to fix split cheesecake batter",2024-06-30 16:30:03+00:00,361,21.0,0,2024-08-21 23:28:44.319886+00:00,0,5,6,CosyFoodie
Cabin Biscuit Cheesecake | Easy Baked Vegan Cheesecake,2024-06-23 16:30:00+00:00,88,8.0,4,2024-08-21 23:28:45.583652+00:00,0,3,15,CosyFoodie
This Chocolate Sauce (or Dip) Has A Secret Ingredient,2024-06-16 16:30:06+00:00,74,8.0,1,2024-08-21 23:28:46.878605+00:00,0,3,14,CosyFoodie
How To Make Welsh Cakes  - Egg Free & Dairy Free,2024-06-09 17:30:02+00:00,84,8.0,2,2024-08-21 23:28:48.169336+00:00,0,2,39,CosyFoodie
I Attended A Vegan Fine Dining Event,2024-06-02 18:30:05+00:00,71,13.0,1,2024-08-21 23:28:50.702234+00:00,0,3,6,CosyFoodie
Beans And Plantain Waffles - no talking; a bit of ASMR cooking,2024-05-19 16:30:10+00:00,83,10.0,7,2024-08-21 23:28:52.634461+00:00,0,5,5,CosyFoodie
"Zero Waste Lasagna | Non Traditional, Vegan, Enough To Feed An Army",2024-05-12 17:00:15+00:00,255,16.0,0,2024-08-21 23:28:53.565188+00:00,0,3,43,CosyFoodie
Smoky Jollof Rice - I'll Show You How In Under 3 Minutes,2024-05-05 17:00:04+00:00,558,33.0,6,2024-08-21 23:28:55.080821+00:00,0,2,39,CosyFoodie
No Bake Carrot Cake With Cashew Cream Frosting,2024-04-28 17:50:08+00:00,190,17.0,3,2024-08-21 23:28:56.115134+00:00,0,5,24,CosyFoodie
Vegan Smash Cake For My Baby's First Birthday,2024-04-21 16:26:59+00:00,280,14.0,5,2024-08-21 23:28:56.860740+00:00,0,7,20,CosyFoodie
Chinese Takeaway Curry Sauce | Quick and Easy Recipe,2024-04-07 16:00:19+00:00,147,7.0,0,2024-08-21 23:28:58.710293+00:00,0,6,44,CosyFoodie
Top 5 Nigerian Snacks You Must Try,2024-03-24 17:00:32+00:00,216,19.0,2,2024-08-21 23:29:00.547516+00:00,0,6,14,CosyFoodie
Making The Viral Fruity Chocolate Bites,2024-03-17 17:00:12+00:00,531,19.0,3,2024-08-21 23:29:02.525410+00:00,0,3,44,CosyFoodie
Got Some Dates? Make This!,2024-03-10 17:00:28+00:00,138,14.0,1,2024-08-21 23:29:03.804801+00:00,0,3,42,CosyFoodie
My Husband Makes ZOBO (Hibiscus Punch) | Vegan Nigerian Drink,2024-03-03 17:00:19+00:00,131,19.0,2,2024-08-21 23:29:04.490395+00:00,0,1,52,CosyFoodie
Homemade Hobnobs  - Crunchy Oat Biscuits,2024-02-25 17:00:14+00:00,360,20.0,0,2024-08-21 23:29:06.721248+00:00,0,3,3,CosyFoodie
My Vegan Nigerian Wedding,2024-02-18 17:00:22+00:00,1545,82.0,15,2024-08-21 23:29:07.627227+00:00,0,13,17,CosyFoodie
Don't Make These Cheesy Sweet Potato Pancakes,2024-02-11 17:00:32+00:00,105,7.0,2,2024-08-21 23:29:09.164087+00:00,0,3,6,CosyFoodie
Turn Rich Tea Biscuits Into A Cake With Only 3 Ingredients,2024-02-04 17:00:02+00:00,507,12.0,6,2024-08-21 23:29:10.442827+00:00,0,3,16,CosyFoodie
The Best Vegan Madeleines  - Achieve The Signature Bump,2024-01-28 17:00:36+00:00,201,12.0,5,2024-08-21 23:29:11.808925+00:00,0,2,54,CosyFoodie
Nigerian Buns Recipe  - Egg Free & Dairy Free,2024-01-21 17:00:47+00:00,784,27.0,0,2024-08-21 23:29:13.116884+00:00,0,2,29,CosyFoodie
Extra CRISPY Suya Spice Tofu - No Frying!,2024-08-18 16:34:12+00:00,56,10.0,4,2024-08-24 07:51:53.077662+00:00,0,3,39,CosyFoodie
High Protein Lentil Bolognese | My New Kitchen + Naked Wines!,2024-08-11 16:53:52+00:00,75,13.0,1,2024-08-24 07:51:53.498891+00:00,0,6,55,CosyFoodie
1-Ingredient Black Bean Flatbread | Gluten Free Recipe,2024-08-04 16:30:00+00:00,2180,127.0,8,2024-08-24 07:51:53.913015+00:00,0,2,7,CosyFoodie
Incredible Chocolate Chip Cookies in 10 Mins | vegan + easy recipe,2024-07-28 21:00:24+00:00,113,7.0,0,2024-08-24 07:51:54.317718+00:00,0,2,30,CosyFoodie
"1 Minute Coffee Cake with Whipped Cream | Soft, Eggless, Dairy-Free Recipe",2024-07-21 16:30:07+00:00,278,23.0,3,2024-08-24 07:51:54.795988+00:00,0,3,9,CosyFoodie
"Dreamy Coconut Cake | No Egg, No Butter, One Bowl",2024-07-14 16:30:02+00:00,3818,49.0,3,2024-08-24 07:51:55.258191+00:00,0,2,26,CosyFoodie
The Best Vegan BANANA CAKE Recipe,2024-07-07 11:00:14+00:00,295,20.0,2,2024-08-24 07:51:55.676382+00:00,0,3,18,CosyFoodie
"Vegan Biscoff Cheesecake - No Oven, No Tofu, No Nuts | PLUS how to fix split cheesecake batter",2024-06-30 16:30:03+00:00,363,21.0,0,2024-08-24 07:51:56.127650+00:00,0,5,6,CosyFoodie
Cabin Biscuit Cheesecake | Easy Baked Vegan Cheesecake,2024-06-23 16:30:00+00:00,88,8.0,4,2024-08-24 07:51:56.557918+00:00,0,3,15,CosyFoodie
This Chocolate Sauce (or Dip) Has A Secret Ingredient,2024-06-16 16:30:06+00:00,76,8.0,1,2024-08-24 07:51:56.977026+00:00,0,3,14,CosyFoodie
How To Make Welsh Cakes  - Egg Free & Dairy Free,2024-06-09 17:30:02+00:00,85,8.0,2,2024-08-24 07:51:57.402137+00:00,0,2,39,CosyFoodie
I Attended A Vegan Fine Dining Event,2024-06-02 18:30:05+00:00,71,13.0,1,2024-08-24 07:51:57.838900+00:00,0,3,6,CosyFoodie
Beans And Plantain Waffles - no talking; a bit of ASMR cooking,2024-05-19 16:30:10+00:00,83,10.0,7,2024-08-24 07:51:58.249011+00:00,0,5,5,CosyFoodie
"Zero Waste Lasagna | Non Traditional, Vegan, Enough To Feed An Army",2024-05-12 17:00:15+00:00,256,17.0,0,2024-08-24 07:51:58.704662+00:00,0,3,43,CosyFoodie
Smoky Jollof Rice - I'll Show You How In Under 3 Minutes,2024-05-05 17:00:04+00:00,569,33.0,6,2024-08-24 07:51:59.169575+00:00,0,2,39,CosyFoodie
No Bake Carrot Cake With Cashew Cream Frosting,2024-04-28 17:50:08+00:00,190,17.0,3,2024-08-24 07:51:59.610627+00:00,0,5,24,CosyFoodie
Vegan Smash Cake For My Baby's First Birthday,2024-04-21 16:26:59+00:00,286,14.0,5,2024-08-24 07:52:00.003867+00:00,0,7,20,CosyFoodie
Chinese Takeaway Curry Sauce | Quick and Easy Recipe,2024-04-07 16:00:19+00:00,163,7.0,0,2024-08-24 07:52:00.426404+00:00,0,6,44,CosyFoodie
Top 5 Nigerian Snacks You Must Try,2024-03-24 17:00:32+00:00,218,19.0,2,2024-08-24 07:52:00.837834+00:00,0,6,14,CosyFoodie
Making The Viral Fruity Chocolate Bites,2024-03-17 17:00:12+00:00,531,19.0,3,2024-08-24 07:52:01.260828+00:00,0,3,44,CosyFoodie
Got Some Dates? Make This!,2024-03-10 17:00:28+00:00,138,14.0,1,2024-08-24 07:52:01.680582+00:00,0,3,42,CosyFoodie
My Husband Makes ZOBO (Hibiscus Punch) | Vegan Nigerian Drink,2024-03-03 17:00:19+00:00,131,19.0,2,2024-08-24 07:52:02.089844+00:00,0,1,52,CosyFoodie
Homemade Hobnobs  - Crunchy Oat Biscuits,2024-02-25 17:00:14+00:00,361,20.0,0,2024-08-24 07:52:02.540195+00:00,0,3,3,CosyFoodie
My Vegan Nigerian Wedding,2024-02-18 17:00:22+00:00,1545,82.0,15,2024-08-24 07:52:02.937156+00:00,0,13,17,CosyFoodie
Don't Make These Cheesy Sweet Potato Pancakes,2024-02-11 17:00:32+00:00,105,7.0,2,2024-08-24 07:52:03.368716+00:00,0,3,6,CosyFoodie
Turn Rich Tea Biscuits Into A Cake With Only 3 Ingredients,2024-02-04 17:00:02+00:00,512,12.0,6,2024-08-24 07:52:03.800633+00:00,0,3,16,CosyFoodie
The Best Vegan Madeleines  - Achieve The Signature Bump,2024-01-28 17:00:36+00:00,201,12.0,5,2024-08-24 07:52:04.290813+00:00,0,2,54,CosyFoodie
Nigerian Buns Recipe  - Egg Free & Dairy Free,2024-01-21 17:00:47+00:00,790,28.0,0,2024-08-24 07:52:04.708733+00:00,0,2,29,CosyFoodie
Is This The Best Vegan Whipped Cream? - Elmlea Plant Cream Review,2024-01-14 17:00:43+00:00,1012,24.0,5,2024-08-24 07:52:05.087211+00:00,0,3,25,CosyFoodie
This Silky Corn Porridge Is Great For Your Gut - Ogi | Akamu | Pap,2024-01-07 18:00:14+00:00,192,13.0,3,2024-08-24 07:52:05.509513+00:00,0,2,42,CosyFoodie
4 Creative Puff Puff Recipes || West African Vegan Snack,2022-08-27 09:21:43+00:00,477,35.0,3,2024-08-24 07:52:05.896467+00:00,0,28,16,CosyFoodie
Dublan | Nigerian Hausa Snack,2022-08-22 16:29:58+00:00,508,25.0,0,2024-08-24 07:52:06.321641+00:00,0,0,59,CosyFoodie
3 Ingredient Oreo Cake | Viral TikTok Recipe with NO OVEN,2022-07-05 14:52:23+00:00,752,41.0,6,2024-08-24 07:52:06.773092+00:00,0,3,11,CosyFoodie
Vegan NKWOBI or ISI EWU using VChunks! Does it work???,2021-09-26 15:00:11+00:00,576,37.0,3,2024-08-24 07:52:07.170670+00:00,0,5,2,CosyFoodie
Reduce High Blood Pressure With A Vegan Diet | Sherra Aguirre Interview,2021-07-19 21:30:12+00:00,1828,67.0,5,2024-08-24 07:52:07.593013+00:00,0,26,53,CosyFoodie
"How Tracye McQuirter Helped 15,000 Black Women Go Vegan",2021-06-28 15:09:50+00:00,932,61.0,14,2024-08-24 07:52:08.038605+00:00,0,24,0,CosyFoodie
4 Ingredient PLANTAIN WAFFLES | Easy Vegan Recipe,2021-06-14 14:30:48+00:00,746,56.0,6,2024-08-24 07:52:08.539721+00:00,0,2,15,CosyFoodie
Best Vegan Food For Gut Health And How To Reduce Bloating,2021-05-31 19:00:10+00:00,237,20.0,2,2024-08-24 07:52:08.934797+00:00,0,25,37,CosyFoodie
Vegan Flake Chocolate Bar | How to Make Flake / Twirl Chocolate | Attempt #1,2021-05-23 08:16:00+00:00,1808,49.0,6,2024-08-24 07:52:09.360842+00:00,0,4,23,CosyFoodie
Baking Moin Moin Like A Cake | Easy Vegan + Gluten Free Recipe,2021-05-18 15:30:16+00:00,703,34.0,5,2024-08-24 07:52:09.727651+00:00,0,3,7,CosyFoodie
Being Vegan Helps Me Grow & Be A Better Person | The Vegan Foode,2021-05-10 15:00:03+00:00,173,16.0,1,2024-08-24 07:52:10.149490+00:00,0,20,55,CosyFoodie
"Vegan Nigerian ""Egg"" Stew | Oil Free & Healthy",2021-05-03 17:12:10+00:00,730,56.0,10,2024-08-24 07:52:10.578366+00:00,0,3,30,CosyFoodie
"I Made Vegan ""Chicken"" from Scratch | Easy Seitan Recipe",2021-04-19 16:30:15+00:00,6090,253.0,99,2024-08-24 07:52:10.977698+00:00,0,4,1,CosyFoodie
Frejon (Coconut Bean Soup) | Nigerian Easter Recipe | IG Live,2021-04-04 15:00:01+00:00,431,10.0,2,2024-08-24 07:52:11.415879+00:00,0,15,39,CosyFoodie
Vegan Edible Dish Sponge Cake | April Fool's Prank | Easy Illusion Cake,2021-03-28 15:00:18+00:00,301,31.0,5,2024-08-24 07:52:11.854941+00:00,0,4,31,CosyFoodie
Cheesy GARLIC PLANTAIN Bread | Easy VEGAN Recipe,2021-03-13 10:30:16+00:00,549,56.0,14,2024-08-24 07:52:12.273001+00:00,0,6,28,CosyFoodie
Prosecco & Pink Lemonade Cake | Vegan 4 Layer Celebration Cake,2021-03-03 20:36:30+00:00,224,32.0,5,2024-08-24 07:52:12.679202+00:00,0,8,36,CosyFoodie
Savoury Rice & Cassava Pancakes | Oil Free + Vegan | Pancake Day,2021-02-14 16:15:05+00:00,309,21.0,2,2024-08-24 07:52:13.156558+00:00,0,7,28,CosyFoodie
2 Oil Free + Vegan Red Stews,2021-01-30 12:15:04+00:00,904,88.0,11,2024-08-24 07:52:13.562507+00:00,0,8,18,CosyFoodie
"What I Eat In A Day | Oil Free, Healthy Vegan Recipes",2021-01-24 12:15:06+00:00,642,51.0,17,2024-08-24 07:52:13.981105+00:00,0,5,59,CosyFoodie
Vegan Grocery Haul -  Fresh Produce,2021-01-17 10:00:11+00:00,265,29.0,3,2024-08-24 07:52:14.406257+00:00,0,5,0,CosyFoodie
"Chewy Chocolate Banana Cookies | Vegan, Gluten Free, Oil Free",2021-01-10 16:48:28+00:00,321,30.0,4,2024-08-24 07:52:14.788940+00:00,0,3,23,CosyFoodie
3 Festive Side Dishes | Easy Vegan Recipes,2020-12-21 13:00:11+00:00,278,21.0,3,2024-08-24 07:52:15.190585+00:00,0,10,9,CosyFoodie
Mulled Wine Recipe with Hibiscus and Ginger! | Delicious Christmas Drink,2020-12-19 15:34:20+00:00,315,17.0,0,2024-08-24 07:52:15.588147+00:00,0,4,45,CosyFoodie
Traditional Nigerian Snacks (Vegan) | I Created A Course on Udemy!,2020-11-28 10:00:18+00:00,476,38.0,4,2024-08-24 07:52:15.969323+00:00,0,2,2,CosyFoodie
Do You Know Your Risk for Type 2 Diabetes?,2020-10-30 16:00:26+00:00,241,20.0,0,2024-08-24 07:52:16.445410+00:00,0,5,1,CosyFoodie
Spiced Apple Raspberry Crumble | Bake and Relax #withme,2020-10-25 13:17:32+00:00,221,30.0,9,2024-08-24 07:52:16.872564+00:00,0,2,18,CosyFoodie
Vegan Nigerian Fish Stew | Obe Eja Recipe,2020-10-17 13:57:47+00:00,736,53.0,21,2024-08-24 07:52:17.293647+00:00,0,3,8,CosyFoodie
Yam Porridge | Asaro Recipe | The Vegan Nigerian,2020-10-04 18:00:44+00:00,951,65.0,7,2024-08-24 07:52:17.751273+00:00,0,2,50,CosyFoodie
Vegan Egg Fried Rice | Easy Vegan Recipe,2020-09-11 13:54:31+00:00,905,51.0,18,2024-08-24 07:52:18.207447+00:00,0,2,3,CosyFoodie
Best and easy way to Design a baby's dedication invitation card with smartphone.,2023-11-16 04:52:51+00:00,70,0.0,0,2024-08-21 23:38:55.862059+00:00,0,30,32,designwithrinda772
How to design cake toppers # Pixellab tricks,2023-11-08 10:48:16+00:00,19,0.0,0,2024-08-21 23:38:56.580503+00:00,0,12,46,designwithrinda772
edited version....How I inserted a picture on a cocomelon theme frame#graphics,2023-11-07 06:59:27+00:00,35,1.0,0,2024-08-21 23:38:57.298481+00:00,0,11,15,designwithrinda772
Introduction to Pixellab...#pixellabdesigns # Pixellab basics #graphics design.,2023-11-06 15:04:26+00:00,25,1.0,0,2024-08-21 23:38:58.152690+00:00,0,10,57,designwithrinda772
..A video on how to generate AI Names with your phone..#AI #Graphics #AI names,2023-11-03 10:55:31+00:00,55,7.0,2,2024-08-21 23:38:58.854768+00:00,0,11,46,designwithrinda772
How I Designed a simple fondant cake,2022-09-04 13:29:25+00:00,682,10.0,3,2024-08-21 23:38:59.572535+00:00,0,11,40,designwithrinda772
How to make the best hotdog bread rolls. #Hotdog#sausagebuns,2022-08-04 21:09:39+00:00,82,4.0,3,2024-08-21 23:39:00.288127+00:00,0,8,33,designwithrinda772
The swirled cookie that went viral..#buttercookies #meltinmouthcookie #cookies,2022-07-30 18:58:35+00:00,118,5.0,5,2024-08-21 23:39:00.978771+00:00,0,6,44,designwithrinda772
How to bake chocolate cake..#moistchocolatecake,2022-07-04 20:50:32+00:00,115,7.0,12,2024-08-21 23:39:01.826802+00:00,0,9,45,designwithrinda772
How I used my smartphone to Design a Lion guard theme cake Topper,2022-06-09 15:34:31+00:00,99,7.0,4,2024-08-21 23:39:02.520813+00:00,0,9,23,designwithrinda772
How to Download YouTube videos without any App,2022-05-25 20:44:38+00:00,156,11.0,1,2024-08-21 23:39:03.246385+00:00,0,4,44,designwithrinda772
5 Best ways to fold Samosa,2022-05-20 05:14:42+00:00,15856,221.0,24,2024-08-21 23:39:03.973308+00:00,0,8,39,designwithrinda772
How to Prepare Samosa Fillings,2022-05-19 20:35:21+00:00,598,23.0,6,2024-08-21 23:39:04.664016+00:00,0,5,47,designwithrinda772
How to make Springroll fillings,2022-05-19 18:51:44+00:00,605,29.0,5,2024-08-21 23:39:05.332635+00:00,0,8,24,designwithrinda772
How to make the thinnest springroll sheets,2022-05-02 18:15:14+00:00,3402,115.0,28,2024-08-21 23:39:05.997115+00:00,0,13,43,designwithrinda772
How to make Samosa sheets without Tears,2022-05-02 09:26:25+00:00,3074,104.0,48,2024-08-21 23:39:06.736084+00:00,0,20,11,designwithrinda772
How to make Bread rolls,2022-04-30 22:43:09+00:00,114,8.0,0,2024-08-21 23:39:07.438307+00:00,0,7,37,designwithrinda772
How I designed a law patrol cake Topper,2022-04-29 08:52:57+00:00,117,8.0,2,2024-08-21 23:39:08.140601+00:00,0,14,3,designwithrinda772
How to make Samosa sheets without Tears,2022-04-29 00:18:10+00:00,1255,39.0,11,2024-08-21 23:39:08.878603+00:00,0,10,1,designwithrinda772
EWEDU SOUP! ALFA OLORUNGBEBE STYLE | MARKET SERIES WITH CHEF T | DIRYOFAKITCHENLOVER,2024-08-13 14:23:33+00:00,15670,497.0,44,2024-08-21 10:28:30.789457+00:00,0,15,37,diaryofakitchenlover
ESA SOUP | BENISEED SOUP | DIARYOFAKITCHENLOVER | SOUP RECIPES,2024-08-06 10:41:04+00:00,1944,77.0,6,2024-08-21 10:28:31.341189+00:00,0,1,31,diaryofakitchenlover
CHEF T AND MAMA DEOLA FOLLOWERS PARTY FILLED WITH SO MUCH FOOD AND LAUGHTER,2024-08-05 13:32:28+00:00,3884,168.0,21,2024-08-21 10:28:31.943688+00:00,0,44,22,diaryofakitchenlover
SISTER MARY AND FRIENDS SHARED THEIR OHA SOUP RECIPE | MARKET SERIES WITH CHEF T | OHA SOUP,2024-07-25 14:37:46+00:00,4810,317.0,70,2024-08-21 10:28:32.577069+00:00,0,21,17,diaryofakitchenlover
LOCAL NIGERIAN SPICES | DIARYOFAKITCHENLOVER,2024-07-23 13:46:04+00:00,1901,100.0,6,2024-08-21 10:28:33.180171+00:00,0,1,30,diaryofakitchenlover
AFANG SOUP! THE MAMA COMFORT STYLE | AFANG SOUP RECIPE,2024-07-20 07:54:49+00:00,6740,347.0,60,2024-08-21 10:28:33.781873+00:00,0,16,36,diaryofakitchenlover
VERY TASTY BAKED SAUSAGE ROLLS | DIARYOFAKITCHENLOVER | #RECIPES,2024-07-15 08:55:58+00:00,4267,246.0,35,2024-08-21 10:28:34.437621+00:00,0,8,49,diaryofakitchenlover
EATING COMPETITION. WHO WON?!,2024-07-12 13:28:51+00:00,2535,130.0,8,2024-08-21 10:28:35.064509+00:00,0,2,27,diaryofakitchenlover
MAMA HOZANA SHARES HER EDIKAIKONG RECIPE | MARKET SERIES | EDIKAIKONG SOUP,2024-07-08 18:23:14+00:00,42102,974.0,183,2024-08-21 10:28:35.810120+00:00,0,19,36,diaryofakitchenlover
PARTY STEW HAS A SECRET TECHNIQUE. WATCH THIS! | DIARYOFAKITCHENLOVER,2024-07-05 18:08:51+00:00,27339,846.0,99,2024-08-21 10:28:36.346074+00:00,0,6,24,diaryofakitchenlover
VERY FUNNY BTS WITH MAMA DEOLA AND CHEF T | DIARYOFAKITCHENLOVER,2024-07-03 08:06:25+00:00,18260,713.0,71,2024-08-21 10:28:37.007937+00:00,0,21,54,diaryofakitchenlover
500K WILL BUILD YOU YOUR DREAM KITCHEN! | KITCHEN ON A BUDGET | DIARYOFAKITCHENLOVER,2024-06-28 19:26:05+00:00,10446,590.0,59,2024-08-21 10:28:37.698495+00:00,0,14,46,diaryofakitchenlover
COOK BEANS PORRIDGE LIKE A PRO! | BEANS RECIPE | DIARYOFAKITCHENLOVER,2024-06-25 19:06:58+00:00,11132,445.0,71,2024-08-21 10:28:38.331856+00:00,0,9,9,diaryofakitchenlover
SIMPLE GOAT CURRY SAUCE! THE EASIEST RECIPE | DIARYOFAKITCHENLOVER #recipe,2024-06-23 11:06:57+00:00,3776,267.0,41,2024-08-21 10:28:38.823246+00:00,0,5,47,diaryofakitchenlover
I COOKED PEPPERSOUP CONCOCTION RICE WITH ASHER | GOODNESS KITCHEN WITH CHEF T,2024-06-18 07:34:48+00:00,229375,189.0,4,2024-08-21 10:28:39.424698+00:00,0,0,55,diaryofakitchenlover
THE BEST ASUN RICE RECIPE | GOATMEAT RICE RECIPE | DIARYOFAKITCHENLOVER #cookingvideo #cooking,2024-06-17 13:24:54+00:00,5389,340.0,60,2024-08-21 10:28:40.043645+00:00,0,5,13,diaryofakitchenlover
VERY SIMPLIFIED EWA AGOYIN AND AGOYIN SAUCE RECIPE | AGOYIN BEANS AND STEW | DIARYOFAKITCHENLOVER,2024-06-14 15:58:19+00:00,86355,2392.0,449,2024-08-21 10:28:40.661679+00:00,0,6,4,diaryofakitchenlover
DON’T DO THESE IN YOUR KITCHEN 🛑 | BEST KITCHEN HYGIENE TIPS | DIARYOFAKITCHENLOVER,2024-06-12 08:00:47+00:00,2461,174.0,10,2024-08-21 10:28:41.272401+00:00,0,6,20,diaryofakitchenlover
HOW TO COOK JASMINE RICE THE EASIEST WAY | EGG STIR FRIED RICE | DIARYOFAKITCHENLOVER #recipes,2024-06-10 06:23:04+00:00,5732,328.0,79,2024-08-21 10:28:42.117294+00:00,0,6,31,diaryofakitchenlover
SIMPLE YAMARITA AND EGG SAUCE FROM THE SCRATCH | YAMARITA | FRIED EGGS | DIARYOFAKITCHENLOVER,2024-06-08 08:48:32+00:00,12525,693.0,209,2024-08-21 10:28:42.712647+00:00,0,8,51,diaryofakitchenlover
DIFFERENT COOKING METHODS I BET YOU DIDNT KNOW ABOUT | COOKING METHODS | DIARYOFAKITCHENLOVER,2024-06-07 06:43:04+00:00,1966,153.0,14,2024-08-21 10:28:43.323685+00:00,0,2,35,diaryofakitchenlover
STIR FRIED NOODLES COOKED THE BEST WAY | DIARYOFAKITCHENLOVER | NOODLES RECIPE,2024-06-03 19:47:09+00:00,9419,547.0,74,2024-08-21 10:28:43.970505+00:00,0,3,54,diaryofakitchenlover
DO YOU EAT INU ERAN? (OFALS)? SEE HOW I COOKED THIS! YOU’LL LOVE IT! | DIARYOFAKITCHENLOVER #cooking,2024-05-29 13:39:49+00:00,4050,273.0,49,2024-08-21 10:28:44.757451+00:00,0,5,1,diaryofakitchenlover
MALTA CREAMY PASTA WITH AND MALTA PINACOLADA | EXCLUSIVE EPISODE OF GOODNESS KITCHEN WITH CHEF T!,2024-05-19 08:42:20+00:00,2360,128.0,7,2024-08-21 10:28:45.387292+00:00,0,21,10,diaryofakitchenlover
MAMA DEOLA AND CHEF T. VERY FUNNY BEHIND THE SCENES | DIARYOFAKITCHENLOVER,2024-05-18 07:42:55+00:00,19923,987.0,76,2024-08-21 10:28:46.013877+00:00,0,17,12,diaryofakitchenlover
VERY EASY HOME MADE ASUN (ROASTED GOAT MEAT) | DIARYOFAKITCHENLOVER,2024-05-16 18:41:42+00:00,6360,349.0,14,2024-08-21 10:28:46.629696+00:00,0,5,24,diaryofakitchenlover
OFE NSALA | GOODNESS KITCHEN WITH CHEF T | MALTA GUINNESS,2024-05-13 11:21:38+00:00,846943,19955.0,4,2024-08-21 10:28:47.623708+00:00,0,0,56,diaryofakitchenlover
SHREDDED BEEF SAUCE AND MALT MOCKTAIL | GOODNESS KITCHEN WITH CHEF T | MALTA GUINNESS,2024-05-13 11:21:33+00:00,902412,391.0,2,2024-08-21 10:28:48.228242+00:00,0,0,42,diaryofakitchenlover
BUILD MY DREAM AMERICAN HOME KITCHEN IN NIGERIA WITH ME | FROM SCRATCH TO FINISH. | NEW KITCHEN,2024-08-24 03:53:20+00:00,1827,277.0,52,2024-08-24 07:46:07.151008+00:00,0,23,28,diaryofakitchenlover
WE ARE MOVING | END OF AN ERA | DIARYOFAKITCHENLOVER,2024-08-23 22:12:53+00:00,836,103.0,15,2024-08-24 07:46:07.642315+00:00,0,4,9,diaryofakitchenlover
EWEDU SOUP! ALFA OLORUNGBEBE STYLE | MARKET SERIES WITH CHEF T | DIRYOFAKITCHENLOVER,2024-08-13 14:23:33+00:00,18180,555.0,46,2024-08-24 07:46:08.074466+00:00,0,15,37,diaryofakitchenlover
ESA SOUP | BENISEED SOUP | DIARYOFAKITCHENLOVER | SOUP RECIPES,2024-08-06 10:41:04+00:00,2025,77.0,6,2024-08-24 07:46:08.508272+00:00,0,1,31,diaryofakitchenlover
CHEF T AND MAMA DEOLA FOLLOWERS PARTY FILLED WITH SO MUCH FOOD AND LAUGHTER,2024-08-05 13:32:28+00:00,3986,173.0,21,2024-08-24 07:46:08.954193+00:00,0,44,22,diaryofakitchenlover
SISTER MARY AND FRIENDS SHARED THEIR OHA SOUP RECIPE | MARKET SERIES WITH CHEF T | OHA SOUP,2024-07-25 14:37:46+00:00,5035,327.0,71,2024-08-24 07:46:09.347157+00:00,0,21,17,diaryofakitchenlover
LOCAL NIGERIAN SPICES | DIARYOFAKITCHENLOVER,2024-07-23 13:46:04+00:00,1940,102.0,6,2024-08-24 07:46:09.738681+00:00,0,1,30,diaryofakitchenlover
AFANG SOUP! THE MAMA COMFORT STYLE | AFANG SOUP RECIPE,2024-07-20 07:54:49+00:00,6950,352.0,60,2024-08-24 07:46:10.196998+00:00,0,16,36,diaryofakitchenlover
VERY TASTY BAKED SAUSAGE ROLLS | DIARYOFAKITCHENLOVER | #RECIPES,2024-07-15 08:55:58+00:00,4321,247.0,35,2024-08-24 07:46:10.652367+00:00,0,8,49,diaryofakitchenlover
EATING COMPETITION. WHO WON?!,2024-07-12 13:28:51+00:00,2553,130.0,8,2024-08-24 07:46:11.060836+00:00,0,2,27,diaryofakitchenlover
MAMA HOZANA SHARES HER EDIKAIKONG RECIPE | MARKET SERIES | EDIKAIKONG SOUP,2024-07-08 18:23:14+00:00,42392,979.0,184,2024-08-24 07:46:11.521854+00:00,0,19,36,diaryofakitchenlover
PARTY STEW HAS A SECRET TECHNIQUE. WATCH THIS! | DIARYOFAKITCHENLOVER,2024-07-05 18:08:51+00:00,27514,851.0,99,2024-08-24 07:46:11.907638+00:00,0,6,24,diaryofakitchenlover
VERY FUNNY BTS WITH MAMA DEOLA AND CHEF T | DIARYOFAKITCHENLOVER,2024-07-03 08:06:25+00:00,18328,715.0,71,2024-08-24 07:46:12.324337+00:00,0,21,54,diaryofakitchenlover
500K WILL BUILD YOU YOUR DREAM KITCHEN! | KITCHEN ON A BUDGET | DIARYOFAKITCHENLOVER,2024-06-28 19:26:05+00:00,10990,625.0,59,2024-08-24 07:46:12.742345+00:00,0,14,46,diaryofakitchenlover
COOK BEANS PORRIDGE LIKE A PRO! | BEANS RECIPE | DIARYOFAKITCHENLOVER,2024-06-25 19:06:58+00:00,11255,449.0,72,2024-08-24 07:46:13.209250+00:00,0,9,9,diaryofakitchenlover
SIMPLE GOAT CURRY SAUCE! THE EASIEST RECIPE | DIARYOFAKITCHENLOVER #recipe,2024-06-23 11:06:57+00:00,3792,268.0,41,2024-08-24 07:46:13.721399+00:00,0,5,47,diaryofakitchenlover
I COOKED PEPPERSOUP CONCOCTION RICE WITH ASHER | GOODNESS KITCHEN WITH CHEF T,2024-06-18 07:34:48+00:00,229401,189.0,4,2024-08-24 07:46:15.137389+00:00,0,0,55,diaryofakitchenlover
